                         Chocolate Doom 3.1.0
Z_Init: Init zone memory allocation daemon. 
zone memory: 0x7f496e259010, 2000000 allocated for zone
Using /home/blurry/.local/share/chocolate-doom/ for configuration and saves
V_Init: allocate screens.
M_LoadDefaults: Load system defaults.
saving config in /home/blurry/.local/share/chocolate-doom/default.cfg
W_Init: Init WADfiles.
 adding /home/blurry/trajectory_doom/misc/OriginalWADs/DOOM.WAD
BFG Edition: Using workarounds as needed.
===========================================================================
                           The Ultimate DOOM
===========================================================================
 Chocolate Doom is free software, covered by the GNU General Public
 License.  There is NO warranty; not even for MERCHANTABILITY or FITNESS
 FOR A PARTICULAR PURPOSE. You are welcome to change and distribute
 copies under certain conditions. See the source for more information.
===========================================================================
I_Init: Setting up machine state.
OPL_Init: Using driver 'SDL'.
NET_Init: Init network subsystem.
M_Init: Init miscellaneous info.
R_Init: Init DOOM refresh daemon - ..........................
P_Init: Init Playloop state.
S_Init: Setting up sound.
I_SDL_PrecacheSounds: Precaching all sound effects.....................
D_CheckNetGame: Checking network game status.
startskill 2  deathmatch: 0  startmap: 1  startepisode: 1
player 1 of 1 (1 nodes)
Emulating the behavior of the 'Ultimate Doom' executable.
HU_Init: Setting up heads up display.
ST_Init: Init status bar.
When: 2025-11-10 12:00:46 Episode: 1 Map: 5
timestamp	 tic	 x	 y	 z	 angle	 momx	 momy
2025-11-10 12:04:34	 8077	 346	-3047	-8	 182.11	 -2	1 	0
2025-11-10 12:04:39	 8263	 330	-3034	-8	 222.54	 -2	-2 	0
2025-11-10 12:04:40	 8298	 280	-3056	-8	 270.00	 -1	0 	0
2025-11-10 12:04:41	 8334	 455	-3087	-8	 333.28	 1	-2 	0
2025-11-10 12:04:42	 8369	 449	-3112	-8	 208.48	 -6	-4 	0
2025-11-10 12:04:43	 8404	 23	-3293	104	 122.34	 -14	2 	0
2025-11-10 12:04:44	 8439	 -212	-3198	128	 187.38	 -12	-2 	0
2025-11-10 12:04:45	 8474	 -303	-3233	104	 284.06	 0	-5 	0
2025-11-10 12:04:46	 8509	 -123	-3312	104	 331.52	 10	-1 	0
2025-11-10 12:04:47	 8544	 250	-3392	40	 354.38	 16	-3 	0
2025-11-10 12:04:48	 8579	 459	-3329	-8	 120.94	 0	1 	0
2025-11-10 12:04:49	 8614	 402	-3395	-8	 196.52	 -3	-4 	0
2025-11-10 12:04:50	 8649	 371	-3435	-8	 126.21	 -1	-1 	0
2025-11-10 12:04:51	 8689	 336	-3373	-8	 159.61	 0	0 	0
2025-11-10 12:04:53	 8734	 336	-3361	-8	 164.88	 -1	0 	0
2025-11-10 12:04:54	 8769	 337	-3297	-8	 96.33	 -1	6 	0
2025-11-10 12:04:55	 8804	 311	-3185	8	 201.80	 -4	-1 	0
2025-11-10 12:04:56	 8839	 82	-3212	104	 180.70	 -8	0 	0
2025-11-10 12:04:57	 8874	 -17	-3203	104	 66.45	 -1	0 	0
2025-11-10 12:04:59	 8945	 126	-3157	104	 17.23	 13	4 	0
2025-11-10 12:05:00	 8980	 435	-3035	-8	 357.89	 0	-1 	0
2025-11-10 12:05:03	 9106	 420	-3048	-8	 196.17	 -5	-2 	0
2025-11-10 12:05:04	 9141	 336	-3084	-8	 208.48	 0	-1 	0
2025-11-10 12:05:06	 9185	 336	-3204	-8	 347.34	 0	-3 	0
2025-11-10 12:05:07	 9220	 494	-3178	-8	 15.47	 8	2 	0
2025-11-10 12:05:54	 10886	 495	-3177	-8	 15.47	 0	0 	0
2025-11-10 12:05:55	 10921	 451	-3180	-8	 356.53	 -1	-1 	0
2025-11-10 12:05:57	 10985	 437	-3181	-8	 355.08	 -1	0 	0
2025-11-10 12:05:58	 11020	 396	-3173	-8	 344.05	 -2	0 	0
2025-11-10 12:05:59	 11055	 432	-3186	-8	 343.12	 0	-1 	0
2025-11-10 12:06:00	 11090	 515	-3211	-8	 343.12	 2	-1 	0
2025-11-10 12:06:01	 11125	 588	-3233	-8	 343.12	 6	-2 	0
2025-11-10 12:06:02	 11160	 806	-3418	0	 299.18	 7	-13 	0
2025-11-10 12:06:03	 11195	 926	-3595	0	 323.79	 0	-1 	0
2025-11-10 12:06:04	 11230	 1037	-3632	0	 279.84	 0	0 	0
2025-11-10 12:06:05	 11265	 1051	-3600	0	 260.51	 0	5 	0
2025-11-10 12:06:06	 11300	 1066	-3512	0	 318.52	 0	0 	0
2025-11-10 12:06:07	 11341	 1147	-3529	0	 13.01	 6	-1 	0
2025-11-10 12:06:08	 11376	 1327	-3484	0	 46.41	 0	0 	0
2025-11-10 12:06:10	 11445	 1250	-3482	0	 187.03	 -3	-1 	0
2025-11-10 12:06:11	 11480	 1222	-3485	0	 129.02	 -1	-1 	0
2025-11-10 12:06:13	 11538	 1152	-3372	0	 102.66	 -3	6 	0
2025-11-10 12:06:14	 11573	 1100	-3084	0	 109.69	 -2	8 	0
2025-11-10 12:06:15	 11608	 922	-2939	0	 232.73	 -7	-3 	0
2025-11-10 12:06:16	 11643	 817	-3056	0	 174.73	 -7	0 	0
2025-11-10 12:06:17	 11678	 715	-3219	0	 245.04	 -2	-14 	0
2025-11-10 12:06:18	 11713	 511	-3208	-8	 137.81	 -3	2 	0
2025-11-10 12:06:19	 11748	 487	-3178	-8	 195.82	 -1	0 	0
2025-11-10 12:06:21	 11843	 321	-3177	-8	 180.00	 -8	-1 	0
